id	node1	label	node2
P5149-datatype	P5149	datatype	external-id
P515-datatype	P515	datatype	wikibase-item
P5150-datatype	P5150	datatype	wikibase-item
P5151-datatype	P5151	datatype	external-id
P5152-datatype	P5152	datatype	wikibase-item
P5153-datatype	P5153	datatype	external-id
P5154-datatype	P5154	datatype	external-id
P5156-datatype	P5156	datatype	external-id
P5157-datatype	P5157	datatype	external-id
P5158-datatype	P5158	datatype	external-id
P5159-datatype	P5159	datatype	external-id
P516-datatype	P516	datatype	wikibase-item
P5160-datatype	P5160	datatype	external-id
P5161-datatype	P5161	datatype	external-id
P5162-datatype	P5162	datatype	external-id
P5163-datatype	P5163	datatype	external-id
P5164-datatype	P5164	datatype	external-id
P5165-datatype	P5165	datatype	external-id
P5166-datatype	P5166	datatype	wikibase-item
P5167-datatype	P5167	datatype	quantity
P5168-datatype	P5168	datatype	monolingualtext
P5169-datatype	P5169	datatype	external-id
P517-datatype	P517	datatype	wikibase-item
P5170-datatype	P5170	datatype	external-id
P5171-datatype	P5171	datatype	external-id
P5172-datatype	P5172	datatype	external-id
P5173-datatype	P5173	datatype	external-id
P5174-datatype	P5174	datatype	external-id
P5175-datatype	P5175	datatype	external-id
P5176-datatype	P5176	datatype	external-id
P5177-datatype	P5177	datatype	external-id
P5178-datatype	P5178	datatype	url
P5179-datatype	P5179	datatype	external-id
P518-datatype	P518	datatype	wikibase-item
P5180-datatype	P5180	datatype	external-id
P5181-datatype	P5181	datatype	external-id
P5182-datatype	P5182	datatype	external-id
P5183-datatype	P5183	datatype	external-id
P5184-datatype	P5184	datatype	external-id
P5185-datatype	P5185	datatype	wikibase-item
P5186-datatype	P5186	datatype	wikibase-item
P5187-datatype	P5187	datatype	monolingualtext
P5188-datatype	P5188	datatype	wikibase-lexeme
P5189-datatype	P5189	datatype	wikibase-form
P5191-datatype	P5191	datatype	wikibase-lexeme
P5192-datatype	P5192	datatype	wikibase-lexeme
P5193-datatype	P5193	datatype	wikibase-form
P5194-datatype	P5194	datatype	wikibase-item
P5195-datatype	P5195	datatype	url
P5196-datatype	P5196	datatype	wikibase-item
P5197-datatype	P5197	datatype	external-id
P5198-datatype	P5198	datatype	external-id
P5199-datatype	P5199	datatype	external-id
P520-datatype	P520	datatype	wikibase-item
P5200-datatype	P5200	datatype	external-id
P5201-datatype	P5201	datatype	wikibase-item
P5202-datatype	P5202	datatype	wikibase-item
P5203-datatype	P5203	datatype	wikibase-item
P5204-datatype	P5204	datatype	time
P5205-datatype	P5205	datatype	quantity
P5206-datatype	P5206	datatype	wikibase-item
P5207-datatype	P5207	datatype	external-id
P5208-datatype	P5208	datatype	external-id
P5209-datatype	P5209	datatype	external-id
P521-datatype	P521	datatype	wikibase-item
P5210-datatype	P5210	datatype	external-id
P5211-datatype	P5211	datatype	external-id
P5212-datatype	P5212	datatype	external-id
P5213-datatype	P5213	datatype	external-id
P5214-datatype	P5214	datatype	external-id
P5215-datatype	P5215	datatype	external-id
P5216-datatype	P5216	datatype	external-id
P5217-datatype	P5217	datatype	external-id
P5218-datatype	P5218	datatype	external-id
P5219-datatype	P5219	datatype	external-id
P522-datatype	P522	datatype	wikibase-item
P5220-datatype	P5220	datatype	external-id
P5221-datatype	P5221	datatype	external-id
P5222-datatype	P5222	datatype	external-id
P5223-datatype	P5223	datatype	external-id
P5224-datatype	P5224	datatype	external-id
P5225-datatype	P5225	datatype	external-id
P5226-datatype	P5226	datatype	external-id
P5227-datatype	P5227	datatype	external-id
P5229-datatype	P5229	datatype	external-id
P523-datatype	P523	datatype	wikibase-item
P5230-datatype	P5230	datatype	quantity
P5231-datatype	P5231	datatype	external-id
P5232-datatype	P5232	datatype	external-id
P5233-datatype	P5233	datatype	external-id
P5234-datatype	P5234	datatype	external-id
P5235-datatype	P5235	datatype	external-id
P5236-datatype	P5236	datatype	wikibase-item
P5237-datatype	P5237	datatype	wikibase-item
P5238-datatype	P5238	datatype	wikibase-lexeme
P5239-datatype	P5239	datatype	external-id
P524-datatype	P524	datatype	wikibase-item
P5240-datatype	P5240	datatype	external-id
P5241-datatype	P5241	datatype	external-id
P5242-datatype	P5242	datatype	external-id
P5243-datatype	P5243	datatype	external-id
P5244-datatype	P5244	datatype	wikibase-item
P5245-datatype	P5245	datatype	external-id
P5246-datatype	P5246	datatype	external-id
P5247-datatype	P5247	datatype	external-id
P5248-datatype	P5248	datatype	wikibase-item
P5249-datatype	P5249	datatype	wikibase-item
P525-datatype	P525	datatype	external-id
P5250-datatype	P5250	datatype	external-id
P5251-datatype	P5251	datatype	external-id
P5252-datatype	P5252	datatype	commonsMedia
P5253-datatype	P5253	datatype	external-id
P5254-datatype	P5254	datatype	external-id
P5255-datatype	P5255	datatype	external-id
P5256-datatype	P5256	datatype	external-id
P5257-datatype	P5257	datatype	external-id
P5258-datatype	P5258	datatype	external-id
P5259-datatype	P5259	datatype	external-id
P5260-datatype	P5260	datatype	external-id
P5261-datatype	P5261	datatype	external-id
P5262-datatype	P5262	datatype	external-id
P5263-datatype	P5263	datatype	external-id
P5264-datatype	P5264	datatype	external-id
P5265-datatype	P5265	datatype	external-id
P5266-datatype	P5266	datatype	external-id
P5267-datatype	P5267	datatype	external-id
P5268-datatype	P5268	datatype	external-id
P5269-datatype	P5269	datatype	external-id
P527-datatype	P527	datatype	wikibase-item
P5270-datatype	P5270	datatype	external-id
P5271-datatype	P5271	datatype	external-id
P5272-datatype	P5272	datatype	external-id
P5273-datatype	P5273	datatype	external-id
P5274-datatype	P5274	datatype	external-id
P5275-datatype	P5275	datatype	external-id
P5276-datatype	P5276	datatype	string
P5277-datatype	P5277	datatype	wikibase-item
P5278-datatype	P5278	datatype	wikibase-item
P5279-datatype	P5279	datatype	string
P528-datatype	P528	datatype	string
P5280-datatype	P5280	datatype	wikibase-item
P5281-datatype	P5281	datatype	quantity
P5282-datatype	P5282	datatype	url
P5283-datatype	P5283	datatype	external-id
P5284-datatype	P5284	datatype	external-id
P5285-datatype	P5285	datatype	external-id
P5286-datatype	P5286	datatype	string
P5287-datatype	P5287	datatype	external-id
P5288-datatype	P5288	datatype	external-id
P5289-datatype	P5289	datatype	external-id
P529-datatype	P529	datatype	string
P5290-datatype	P5290	datatype	external-id
P5291-datatype	P5291	datatype	external-id
P5292-datatype	P5292	datatype	external-id
P5293-datatype	P5293	datatype	external-id
P5294-datatype	P5294	datatype	external-id
P5295-datatype	P5295	datatype	external-id
P5296-datatype	P5296	datatype	external-id
P5297-datatype	P5297	datatype	external-id
P5298-datatype	P5298	datatype	external-id
P5299-datatype	P5299	datatype	external-id
P53-datatype	P53	datatype	wikibase-item
P530-datatype	P530	datatype	wikibase-item
P5300-datatype	P5300	datatype	external-id
P5301-datatype	P5301	datatype	external-id
P5302-datatype	P5302	datatype	external-id
P5303-datatype	P5303	datatype	external-id
P5304-datatype	P5304	datatype	wikibase-item
P5305-datatype	P5305	datatype	url
P5306-datatype	P5306	datatype	external-id
P5307-datatype	P5307	datatype	wikibase-item
P5308-datatype	P5308	datatype	external-id
P5309-datatype	P5309	datatype	external-id
P531-datatype	P531	datatype	wikibase-item
P5310-datatype	P5310	datatype	external-id
P5311-datatype	P5311	datatype	external-id
P5312-datatype	P5312	datatype	external-id
P5313-datatype	P5313	datatype	external-id
P5314-datatype	P5314	datatype	wikibase-item
P5315-datatype	P5315	datatype	external-id
P5316-datatype	P5316	datatype	external-id
P5317-datatype	P5317	datatype	wikibase-item
P5318-datatype	P5318	datatype	external-id
P5319-datatype	P5319	datatype	external-id
P532-datatype	P532	datatype	wikibase-item
P5320-datatype	P5320	datatype	external-id
P5321-datatype	P5321	datatype	external-id
P5323-datatype	P5323	datatype	wikibase-item
P5324-datatype	P5324	datatype	external-id
P5325-datatype	P5325	datatype	external-id
P5326-datatype	P5326	datatype	wikibase-item
P5327-datatype	P5327	datatype	external-id
P5328-datatype	P5328	datatype	wikibase-item
P5329-datatype	P5329	datatype	external-id
P533-datatype	P533	datatype	wikibase-item
P5330-datatype	P5330	datatype	wikibase-item
P5331-datatype	P5331	datatype	external-id
P5332-datatype	P5332	datatype	external-id
P5333-datatype	P5333	datatype	external-id
P5334-datatype	P5334	datatype	external-id
P5335-datatype	P5335	datatype	external-id
P5336-datatype	P5336	datatype	external-id
P5337-datatype	P5337	datatype	external-id
P5338-datatype	P5338	datatype	external-id
P5339-datatype	P5339	datatype	external-id
P534-datatype	P534	datatype	wikibase-item
P5340-datatype	P5340	datatype	external-id
P5341-datatype	P5341	datatype	external-id
P5343-datatype	P5343	datatype	external-id
P5344-datatype	P5344	datatype	external-id
P5345-datatype	P5345	datatype	external-id
P5346-datatype	P5346	datatype	external-id
P5348-datatype	P5348	datatype	quantity
P5349-datatype	P5349	datatype	quantity
P535-datatype	P535	datatype	external-id
P5350-datatype	P5350	datatype	math
P5351-datatype	P5351	datatype	math
P5352-datatype	P5352	datatype	math
P5353-datatype	P5353	datatype	wikibase-item
P5354-datatype	P5354	datatype	external-id
P5355-datatype	P5355	datatype	external-id
P5356-datatype	P5356	datatype	external-id
P5357-datatype	P5357	datatype	external-id
P5358-datatype	P5358	datatype	external-id
P5359-datatype	P5359	datatype	external-id
P536-datatype	P536	datatype	external-id
P5360-datatype	P5360	datatype	external-id
P5361-datatype	P5361	datatype	external-id
P5362-datatype	P5362	datatype	external-id
P5363-datatype	P5363	datatype	external-id
P5364-datatype	P5364	datatype	external-id
P5365-datatype	P5365	datatype	external-id
P5366-datatype	P5366	datatype	external-id
P5368-datatype	P5368	datatype	external-id
P5369-datatype	P5369	datatype	external-id
P537-datatype	P537	datatype	wikibase-item
P5370-datatype	P5370	datatype	external-id
P5371-datatype	P5371	datatype	external-id
P5372-datatype	P5372	datatype	external-id
P5373-datatype	P5373	datatype	external-id
P5374-datatype	P5374	datatype	external-id
P5375-datatype	P5375	datatype	external-id
P5376-datatype	P5376	datatype	external-id
P5377-datatype	P5377	datatype	external-id
P5378-datatype	P5378	datatype	external-id
P5379-datatype	P5379	datatype	external-id
P538-datatype	P538	datatype	wikibase-item
P5380-datatype	P5380	datatype	external-id
P5381-datatype	P5381	datatype	external-id
P5382-datatype	P5382	datatype	external-id
P5383-datatype	P5383	datatype	external-id
P5384-datatype	P5384	datatype	external-id
P5385-datatype	P5385	datatype	external-id
P5386-datatype	P5386	datatype	wikibase-item
P5387-datatype	P5387	datatype	external-id
P5388-datatype	P5388	datatype	external-id
P5389-datatype	P5389	datatype	wikibase-item
P539-datatype	P539	datatype	external-id
P5390-datatype	P5390	datatype	external-id
P5391-datatype	P5391	datatype	external-id
P5392-datatype	P5392	datatype	external-id
P5393-datatype	P5393	datatype	external-id
P5394-datatype	P5394	datatype	external-id
P5395-datatype	P5395	datatype	external-id
P5396-datatype	P5396	datatype	external-id
P5397-datatype	P5397	datatype	external-id
P5398-datatype	P5398	datatype	external-id
P54-datatype	P54	datatype	wikibase-item
P5400-datatype	P5400	datatype	external-id
P5401-datatype	P5401	datatype	wikibase-lexeme
P5402-datatype	P5402	datatype	wikibase-lexeme
P5403-datatype	P5403	datatype	external-id
P5404-datatype	P5404	datatype	external-id
P5406-datatype	P5406	datatype	external-id
P5407-datatype	P5407	datatype	external-id
P5408-datatype	P5408	datatype	external-id
P5409-datatype	P5409	datatype	external-id
P541-datatype	P541	datatype	wikibase-item
P5410-datatype	P5410	datatype	external-id
P5411-datatype	P5411	datatype	external-id
P5412-datatype	P5412	datatype	string
P5413-datatype	P5413	datatype	external-id
P5414-datatype	P5414	datatype	external-id
P5415-datatype	P5415	datatype	external-id
P5417-datatype	P5417	datatype	external-id
P5418-datatype	P5418	datatype	external-id
P5419-datatype	P5419	datatype	external-id
P542-datatype	P542	datatype	wikibase-item
P5420-datatype	P5420	datatype	external-id
P5421-datatype	P5421	datatype	external-id
P5422-datatype	P5422	datatype	wikibase-item
P5423-datatype	P5423	datatype	string
P5424-datatype	P5424	datatype	external-id
P5425-datatype	P5425	datatype	wikibase-item
P5426-datatype	P5426	datatype	wikibase-item
P5427-datatype	P5427	datatype	quantity
P5428-datatype	P5428	datatype	quantity
P5429-datatype	P5429	datatype	external-id
P543-datatype	P543	datatype	wikibase-item
P5430-datatype	P5430	datatype	external-id
P5431-datatype	P5431	datatype	external-id
P5432-datatype	P5432	datatype	external-id
P5434-datatype	P5434	datatype	external-id
P5435-datatype	P5435	datatype	external-id
P5436-datatype	P5436	datatype	quantity
P5437-datatype	P5437	datatype	external-id
P5438-datatype	P5438	datatype	wikibase-item
P5439-datatype	P5439	datatype	wikibase-item
P5440-datatype	P5440	datatype	external-id
P5441-datatype	P5441	datatype	external-id
P5442-datatype	P5442	datatype	external-id
P5443-datatype	P5443	datatype	external-id
P5444-datatype	P5444	datatype	wikibase-item
P5445-datatype	P5445	datatype	external-id
P5446-datatype	P5446	datatype	wikibase-item
P5447-datatype	P5447	datatype	quantity
P5448-datatype	P5448	datatype	quantity
P5449-datatype	P5449	datatype	external-id
P545-datatype	P545	datatype	wikibase-item
P5450-datatype	P5450	datatype	external-id
P5451-datatype	P5451	datatype	external-id
P5452-datatype	P5452	datatype	external-id
P5453-datatype	P5453	datatype	external-id
P5454-datatype	P5454	datatype	external-id
P5455-datatype	P5455	datatype	external-id
P5456-datatype	P5456	datatype	external-id
P5457-datatype	P5457	datatype	external-id
P5458-datatype	P5458	datatype	external-id
P5459-datatype	P5459	datatype	external-id
P546-datatype	P546	datatype	wikibase-item
P5460-datatype	P5460	datatype	wikibase-item
P5461-datatype	P5461	datatype	string
P5462-datatype	P5462	datatype	external-id
P5463-datatype	P5463	datatype	external-id
P5464-datatype	P5464	datatype	external-id
P5465-datatype	P5465	datatype	external-id
P5466-datatype	P5466	datatype	external-id
P5467-datatype	P5467	datatype	external-id
P5468-datatype	P5468	datatype	external-id
P5469-datatype	P5469	datatype	external-id
P547-datatype	P547	datatype	wikibase-item
P5470-datatype	P5470	datatype	external-id
P5471-datatype	P5471	datatype	string
P5473-datatype	P5473	datatype	external-id
P5474-datatype	P5474	datatype	quantity
P5475-datatype	P5475	datatype	wikibase-item
P5476-datatype	P5476	datatype	external-id
P5477-datatype	P5477	datatype	external-id
P5478-datatype	P5478	datatype	external-id
P5479-datatype	P5479	datatype	quantity
P548-datatype	P548	datatype	wikibase-item
P5480-datatype	P5480	datatype	quantity
P5481-datatype	P5481	datatype	quantity
P5483-datatype	P5483	datatype	quantity
P5485-datatype	P5485	datatype	external-id
P5488-datatype	P5488	datatype	external-id
P5489-datatype	P5489	datatype	external-id
P549-datatype	P549	datatype	external-id
P5490-datatype	P5490	datatype	external-id
P5491-datatype	P5491	datatype	external-id
P5492-datatype	P5492	datatype	external-id
P5493-datatype	P5493	datatype	external-id
P5494-datatype	P5494	datatype	external-id
P5495-datatype	P5495	datatype	external-id
P5496-datatype	P5496	datatype	external-id
P5497-datatype	P5497	datatype	external-id
P5498-datatype	P5498	datatype	external-id
P5499-datatype	P5499	datatype	external-id
P550-datatype	P550	datatype	wikibase-item
P5500-datatype	P5500	datatype	external-id
P5501-datatype	P5501	datatype	external-id
P5502-datatype	P5502	datatype	external-id
P5503-datatype	P5503	datatype	external-id
P5504-datatype	P5504	datatype	external-id
P5505-datatype	P5505	datatype	external-id
P5506-datatype	P5506	datatype	external-id
P5507-datatype	P5507	datatype	external-id
P5508-datatype	P5508	datatype	external-id
P5509-datatype	P5509	datatype	external-id
P551-datatype	P551	datatype	wikibase-item
P5510-datatype	P5510	datatype	external-id
P5513-datatype	P5513	datatype	external-id
P5514-datatype	P5514	datatype	wikibase-item
P5515-datatype	P5515	datatype	external-id
P5516-datatype	P5516	datatype	external-id
P5517-datatype	P5517	datatype	external-id
P5518-datatype	P5518	datatype	string
P5519-datatype	P5519	datatype	string
P552-datatype	P552	datatype	wikibase-item
P5520-datatype	P5520	datatype	quantity
P5522-datatype	P5522	datatype	wikibase-item
P5523-datatype	P5523	datatype	wikibase-item
P5524-datatype	P5524	datatype	quantity
P5525-datatype	P5525	datatype	external-id
P5526-datatype	P5526	datatype	quantity
P5527-datatype	P5527	datatype	external-id
P5528-datatype	P5528	datatype	external-id
P5529-datatype	P5529	datatype	quantity
P553-datatype	P553	datatype	wikibase-item
P5530-datatype	P5530	datatype	external-id
P5531-datatype	P5531	datatype	external-id
P5532-datatype	P5532	datatype	external-id
P5533-datatype	P5533	datatype	external-id
P5534-datatype	P5534	datatype	external-id
P5535-datatype	P5535	datatype	external-id
P5536-datatype	P5536	datatype	external-id
P5537-datatype	P5537	datatype	wikibase-item
P5538-datatype	P5538	datatype	external-id
P5539-datatype	P5539	datatype	external-id
P554-datatype	P554	datatype	string
P5540-datatype	P5540	datatype	external-id
P5541-datatype	P5541	datatype	external-id
P5542-datatype	P5542	datatype	external-id
P5543-datatype	P5543	datatype	external-id
P5544-datatype	P5544	datatype	external-id
P5545-datatype	P5545	datatype	external-id
P5546-datatype	P5546	datatype	external-id
P5547-datatype	P5547	datatype	external-id
P5548-datatype	P5548	datatype	wikibase-form
P5549-datatype	P5549	datatype	external-id
P555-datatype	P555	datatype	string
P5550-datatype	P5550	datatype	external-id
P5551-datatype	P5551	datatype	external-id
P5552-datatype	P5552	datatype	external-id
P5553-datatype	P5553	datatype	external-id
P5554-datatype	P5554	datatype	external-id
P5555-datatype	P5555	datatype	commonsMedia
P5556-datatype	P5556	datatype	external-id
P5557-datatype	P5557	datatype	external-id
P5558-datatype	P5558	datatype	external-id
P5559-datatype	P5559	datatype	external-id
P556-datatype	P556	datatype	wikibase-item
P5560-datatype	P5560	datatype	wikibase-item
P5561-datatype	P5561	datatype	external-id
P5562-datatype	P5562	datatype	external-id
P5563-datatype	P5563	datatype	external-id
P5564-datatype	P5564	datatype	wikibase-item
P5565-datatype	P5565	datatype	external-id
P5566-datatype	P5566	datatype	external-id
P5567-datatype	P5567	datatype	external-id
P5568-datatype	P5568	datatype	external-id
P5569-datatype	P5569	datatype	external-id
P557-datatype	P557	datatype	external-id
P5570-datatype	P5570	datatype	external-id
P5571-datatype	P5571	datatype	external-id
P5572-datatype	P5572	datatype	wikibase-item
P5573-datatype	P5573	datatype	external-id
P5574-datatype	P5574	datatype	external-id
P5575-datatype	P5575	datatype	quantity
P5576-datatype	P5576	datatype	external-id
P5578-datatype	P5578	datatype	external-id
P5579-datatype	P5579	datatype	external-id
P5580-datatype	P5580	datatype	external-id
P5581-datatype	P5581	datatype	external-id
P5582-datatype	P5582	datatype	quantity
P5584-datatype	P5584	datatype	external-id
P5585-datatype	P5585	datatype	external-id
P5586-datatype	P5586	datatype	external-id
P5587-datatype	P5587	datatype	external-id
P5588-datatype	P5588	datatype	wikibase-item
P5589-datatype	P5589	datatype	wikibase-item
P559-datatype	P559	datatype	wikibase-item
P5590-datatype	P5590	datatype	external-id
P5591-datatype	P5591	datatype	wikibase-item
P5592-datatype	P5592	datatype	quantity
P5593-datatype	P5593	datatype	quantity
P5594-datatype	P5594	datatype	quantity
P5595-datatype	P5595	datatype	quantity
P5596-datatype	P5596	datatype	quantity
P5597-datatype	P5597	datatype	external-id
P5598-datatype	P5598	datatype	external-id
P5599-datatype	P5599	datatype	external-id
P560-datatype	P560	datatype	wikibase-item
P5600-datatype	P5600	datatype	external-id
P5601-datatype	P5601	datatype	external-id
P5602-datatype	P5602	datatype	external-id
P5603-datatype	P5603	datatype	external-id
P5604-datatype	P5604	datatype	external-id
P5605-datatype	P5605	datatype	external-id
P5606-datatype	P5606	datatype	wikibase-item
P5607-datatype	P5607	datatype	wikibase-item
P5608-datatype	P5608	datatype	quantity
P5609-datatype	P5609	datatype	external-id
P561-datatype	P561	datatype	string
P5610-datatype	P5610	datatype	external-id
P5611-datatype	P5611	datatype	external-id
P5612-datatype	P5612	datatype	external-id
P5613-datatype	P5613	datatype	external-id
P5614-datatype	P5614	datatype	external-id
P5615-datatype	P5615	datatype	external-id
P5616-datatype	P5616	datatype	external-id
P5617-datatype	P5617	datatype	external-id
P5618-datatype	P5618	datatype	external-id
P5619-datatype	P5619	datatype	external-id
P562-datatype	P562	datatype	wikibase-item
P5620-datatype	P5620	datatype	external-id
P5621-datatype	P5621	datatype	external-id
P5622-datatype	P5622	datatype	external-id
P5623-datatype	P5623	datatype	wikibase-item
P5624-datatype	P5624	datatype	quantity
P5625-datatype	P5625	datatype	string
P5626-datatype	P5626	datatype	external-id
P5627-datatype	P5627	datatype	external-id
P5628-datatype	P5628	datatype	external-id
P5629-datatype	P5629	datatype	external-id
P563-datatype	P563	datatype	external-id
P5630-datatype	P5630	datatype	quantity
P5631-datatype	P5631	datatype	external-id
P5632-datatype	P5632	datatype	external-id
P5633-datatype	P5633	datatype	external-id
P5634-datatype	P5634	datatype	external-id
P5635-datatype	P5635	datatype	external-id
P5636-datatype	P5636	datatype	external-id
P5637-datatype	P5637	datatype	external-id
P5638-datatype	P5638	datatype	external-id
P5639-datatype	P5639	datatype	external-id
P564-datatype	P564	datatype	string
P5640-datatype	P5640	datatype	external-id
P5641-datatype	P5641	datatype	external-id
P5642-datatype	P5642	datatype	wikibase-item
P5643-datatype	P5643	datatype	external-id
P5644-datatype	P5644	datatype	external-id
P5645-datatype	P5645	datatype	external-id
P5646-datatype	P5646	datatype	external-id
P5647-datatype	P5647	datatype	external-id
P5648-datatype	P5648	datatype	external-id
P5649-datatype	P5649	datatype	external-id
P565-datatype	P565	datatype	wikibase-item
P5650-datatype	P5650	datatype	external-id
P5651-datatype	P5651	datatype	external-id
P5652-datatype	P5652	datatype	external-id
P5653-datatype	P5653	datatype	external-id
P5654-datatype	P5654	datatype	external-id
P5655-datatype	P5655	datatype	external-id
P5656-datatype	P5656	datatype	external-id
P5657-datatype	P5657	datatype	external-id
P5658-datatype	P5658	datatype	wikibase-item
P5659-datatype	P5659	datatype	external-id
P566-datatype	P566	datatype	wikibase-item
P5661-datatype	P5661	datatype	external-id
P5662-datatype	P5662	datatype	external-id
P5663-datatype	P5663	datatype	external-id
P5664-datatype	P5664	datatype	external-id
P5665-datatype	P5665	datatype	external-id
P5666-datatype	P5666	datatype	external-id
P5667-datatype	P5667	datatype	external-id
P5668-datatype	P5668	datatype	quantity
P5669-datatype	P5669	datatype	quantity
P567-datatype	P567	datatype	wikibase-item
P5670-datatype	P5670	datatype	quantity
P5672-datatype	P5672	datatype	quantity
P5673-datatype	P5673	datatype	quantity
P5674-datatype	P5674	datatype	quantity
P5675-datatype	P5675	datatype	quantity
P5676-datatype	P5676	datatype	quantity
P5677-datatype	P5677	datatype	quantity
P5678-datatype	P5678	datatype	quantity
P5679-datatype	P5679	datatype	quantity
P568-datatype	P568	datatype	wikibase-item
P5680-datatype	P5680	datatype	external-id
P5681-datatype	P5681	datatype	quantity
P5682-datatype	P5682	datatype	quantity
P5683-datatype	P5683	datatype	external-id
P5685-datatype	P5685	datatype	quantity
P5686-datatype	P5686	datatype	external-id
P5687-datatype	P5687	datatype	external-id
P5688-datatype	P5688	datatype	external-id
P569-datatype	P569	datatype	time
P5690-datatype	P5690	datatype	external-id
P5691-datatype	P5691	datatype	external-id
P5692-datatype	P5692	datatype	string
P5693-datatype	P5693	datatype	external-id
P5694-datatype	P5694	datatype	external-id
P5695-datatype	P5695	datatype	external-id
P5696-datatype	P5696	datatype	external-id
P5698-datatype	P5698	datatype	external-id
P5699-datatype	P5699	datatype	external-id
P57-datatype	P57	datatype	wikibase-item
P570-datatype	P570	datatype	time
P5700-datatype	P5700	datatype	external-id
P5703-datatype	P5703	datatype	string
P5704-datatype	P5704	datatype	external-id
P5705-datatype	P5705	datatype	external-id
P5706-datatype	P5706	datatype	quantity
P5707-datatype	P5707	datatype	wikibase-item
P5708-datatype	P5708	datatype	quantity
P5709-datatype	P5709	datatype	quantity
P571-datatype	P571	datatype	time
P5710-datatype	P5710	datatype	external-id
P5711-datatype	P5711	datatype	external-id
P5712-datatype	P5712	datatype	external-id
P5713-datatype	P5713	datatype	wikibase-item
P5714-datatype	P5714	datatype	external-id
P5715-datatype	P5715	datatype	url
P5716-datatype	P5716	datatype	external-id
P5717-datatype	P5717	datatype	external-id
P5718-datatype	P5718	datatype	external-id
P5719-datatype	P5719	datatype	external-id
P5720-datatype	P5720	datatype	external-id
P5721-datatype	P5721	datatype	external-id
P5722-datatype	P5722	datatype	external-id
P5723-datatype	P5723	datatype	external-id
P5724-datatype	P5724	datatype	external-id
P5725-datatype	P5725	datatype	external-id
P5726-datatype	P5726	datatype	external-id
P5727-datatype	P5727	datatype	external-id
P5731-datatype	P5731	datatype	external-id
P5732-datatype	P5732	datatype	external-id
P5733-datatype	P5733	datatype	external-id
P5734-datatype	P5734	datatype	external-id
P5735-datatype	P5735	datatype	external-id
P5736-datatype	P5736	datatype	external-id
P5737-datatype	P5737	datatype	external-id
P5738-datatype	P5738	datatype	external-id
P5739-datatype	P5739	datatype	external-id
P574-datatype	P574	datatype	time
P5740-datatype	P5740	datatype	external-id
P5742-datatype	P5742	datatype	external-id
P5743-datatype	P5743	datatype	external-id
P5744-datatype	P5744	datatype	external-id
P5745-datatype	P5745	datatype	external-id
P5746-datatype	P5746	datatype	external-id
P5747-datatype	P5747	datatype	external-id
P5748-datatype	P5748	datatype	external-id
P5749-datatype	P5749	datatype	external-id
P575-datatype	P575	datatype	time
P5750-datatype	P5750	datatype	external-id
P5752-datatype	P5752	datatype	external-id
P5753-datatype	P5753	datatype	wikibase-item
P5755-datatype	P5755	datatype	external-id
P5756-datatype	P5756	datatype	external-id
P5757-datatype	P5757	datatype	external-id
P5758-datatype	P5758	datatype	external-id
P5759-datatype	P5759	datatype	external-id
P576-datatype	P576	datatype	time
P5760-datatype	P5760	datatype	external-id
P5761-datatype	P5761	datatype	external-id
P5762-datatype	P5762	datatype	external-id
P5763-datatype	P5763	datatype	external-id
P5764-datatype	P5764	datatype	external-id
P5765-datatype	P5765	datatype	external-id
P5768-datatype	P5768	datatype	external-id
P5769-datatype	P5769	datatype	wikibase-item
P577-datatype	P577	datatype	time
P5770-datatype	P5770	datatype	external-id
P5771-datatype	P5771	datatype	external-id
P5772-datatype	P5772	datatype	external-id
P5773-datatype	P5773	datatype	external-id
P5774-datatype	P5774	datatype	external-id
P5775-datatype	P5775	datatype	commonsMedia
P5776-datatype	P5776	datatype	external-id
P5777-datatype	P5777	datatype	external-id
P5778-datatype	P5778	datatype	string
P5779-datatype	P5779	datatype	external-id
P578-datatype	P578	datatype	time
P5780-datatype	P5780	datatype	external-id
P5782-datatype	P5782	datatype	external-id
P5783-datatype	P5783	datatype	external-id
P5784-datatype	P5784	datatype	external-id
P5785-datatype	P5785	datatype	external-id
P5786-datatype	P5786	datatype	external-id
P5787-datatype	P5787	datatype	external-id
P5788-datatype	P5788	datatype	external-id
P5789-datatype	P5789	datatype	external-id
P579-datatype	P579	datatype	wikibase-item
P5790-datatype	P5790	datatype	external-id
P5791-datatype	P5791	datatype	external-id
P5792-datatype	P5792	datatype	external-id
P5793-datatype	P5793	datatype	external-id
P5794-datatype	P5794	datatype	external-id
P5795-datatype	P5795	datatype	external-id
P5796-datatype	P5796	datatype	external-id
P5797-datatype	P5797	datatype	external-id
P5798-datatype	P5798	datatype	string
P5799-datatype	P5799	datatype	external-id
P58-datatype	P58	datatype	wikibase-item
P580-datatype	P580	datatype	time
P5800-datatype	P5800	datatype	wikibase-item
P5801-datatype	P5801	datatype	external-id
P5802-datatype	P5802	datatype	wikibase-item
P5803-datatype	P5803	datatype	external-id
P5804-datatype	P5804	datatype	wikibase-item
P5805-datatype	P5805	datatype	wikibase-item
P5806-datatype	P5806	datatype	external-id
P5807-datatype	P5807	datatype	external-id
P5808-datatype	P5808	datatype	external-id
P5809-datatype	P5809	datatype	external-id
P5810-datatype	P5810	datatype	string
P5811-datatype	P5811	datatype	quantity
P5813-datatype	P5813	datatype	external-id
P5814-datatype	P5814	datatype	external-id
