id	node1	label	node2
P1247-datatype	P1247	datatype	quantity
P1248-datatype	P1248	datatype	external-id
P1249-datatype	P1249	datatype	time
P1250-datatype	P1250	datatype	external-id
P1251-datatype	P1251	datatype	external-id
P1252-datatype	P1252	datatype	external-id
P1253-datatype	P1253	datatype	external-id
P1254-datatype	P1254	datatype	external-id
P1255-datatype	P1255	datatype	external-id
P1256-datatype	P1256	datatype	external-id
P1257-datatype	P1257	datatype	string
P1258-datatype	P1258	datatype	external-id
P1259-datatype	P1259	datatype	globe-coordinate
P126-datatype	P126	datatype	wikibase-item
P1260-datatype	P1260	datatype	external-id
P1261-datatype	P1261	datatype	external-id
P1262-datatype	P1262	datatype	external-id
P1263-datatype	P1263	datatype	external-id
P1264-datatype	P1264	datatype	wikibase-item
P1265-datatype	P1265	datatype	external-id
P1266-datatype	P1266	datatype	external-id
P1267-datatype	P1267	datatype	external-id
P1268-datatype	P1268	datatype	wikibase-item
P1269-datatype	P1269	datatype	wikibase-item
P127-datatype	P127	datatype	wikibase-item
P1270-datatype	P1270	datatype	external-id
P1271-datatype	P1271	datatype	external-id
P1272-datatype	P1272	datatype	external-id
P1273-datatype	P1273	datatype	external-id
P1274-datatype	P1274	datatype	external-id
P1275-datatype	P1275	datatype	external-id
P1276-datatype	P1276	datatype	external-id
P1277-datatype	P1277	datatype	external-id
P1278-datatype	P1278	datatype	external-id
P1279-datatype	P1279	datatype	quantity
P128-datatype	P128	datatype	wikibase-item
P1280-datatype	P1280	datatype	external-id
P1281-datatype	P1281	datatype	external-id
P1282-datatype	P1282	datatype	string
P1283-datatype	P1283	datatype	wikibase-item
P1284-datatype	P1284	datatype	external-id
P1285-datatype	P1285	datatype	external-id
P1286-datatype	P1286	datatype	external-id
P1287-datatype	P1287	datatype	external-id
P1288-datatype	P1288	datatype	external-id
P1289-datatype	P1289	datatype	external-id
P129-datatype	P129	datatype	wikibase-item
P1290-datatype	P1290	datatype	wikibase-item
P1291-datatype	P1291	datatype	external-id
P1292-datatype	P1292	datatype	external-id
P1293-datatype	P1293	datatype	external-id
P1294-datatype	P1294	datatype	external-id
P1295-datatype	P1295	datatype	quantity
P1296-datatype	P1296	datatype	external-id
P1297-datatype	P1297	datatype	external-id
P1299-datatype	P1299	datatype	wikibase-item
P1300-datatype	P1300	datatype	external-id
P1301-datatype	P1301	datatype	quantity
P1302-datatype	P1302	datatype	wikibase-item
P1303-datatype	P1303	datatype	wikibase-item
P1304-datatype	P1304	datatype	wikibase-item
P1305-datatype	P1305	datatype	external-id
P1307-datatype	P1307	datatype	external-id
P1308-datatype	P1308	datatype	wikibase-item
P1309-datatype	P1309	datatype	external-id
P131-datatype	P131	datatype	wikibase-item
P1310-datatype	P1310	datatype	wikibase-item
P1311-datatype	P1311	datatype	external-id
P1312-datatype	P1312	datatype	wikibase-item
P1313-datatype	P1313	datatype	wikibase-item
P1314-datatype	P1314	datatype	quantity
P1315-datatype	P1315	datatype	external-id
P1316-datatype	P1316	datatype	external-id
P1317-datatype	P1317	datatype	time
P1318-datatype	P1318	datatype	wikibase-item
P1319-datatype	P1319	datatype	time
P1320-datatype	P1320	datatype	external-id
P1321-datatype	P1321	datatype	wikibase-item
P1322-datatype	P1322	datatype	wikibase-item
P1323-datatype	P1323	datatype	external-id
P1324-datatype	P1324	datatype	url
P1325-datatype	P1325	datatype	url
P1326-datatype	P1326	datatype	time
P1327-datatype	P1327	datatype	wikibase-item
P1329-datatype	P1329	datatype	string
P1330-datatype	P1330	datatype	external-id
P1331-datatype	P1331	datatype	external-id
P1332-datatype	P1332	datatype	globe-coordinate
P1333-datatype	P1333	datatype	globe-coordinate
P1334-datatype	P1334	datatype	globe-coordinate
P1335-datatype	P1335	datatype	globe-coordinate
P1336-datatype	P1336	datatype	wikibase-item
P1338-datatype	P1338	datatype	external-id
P1339-datatype	P1339	datatype	quantity
P1340-datatype	P1340	datatype	wikibase-item
P1341-datatype	P1341	datatype	external-id
P1342-datatype	P1342	datatype	quantity
P1343-datatype	P1343	datatype	wikibase-item
P1344-datatype	P1344	datatype	wikibase-item
P1345-datatype	P1345	datatype	quantity
P1346-datatype	P1346	datatype	wikibase-item
P1347-datatype	P1347	datatype	wikibase-item
P1348-datatype	P1348	datatype	url
P1349-datatype	P1349	datatype	wikibase-item
P135-datatype	P135	datatype	wikibase-item
P1350-datatype	P1350	datatype	quantity
P1351-datatype	P1351	datatype	quantity
P1352-datatype	P1352	datatype	quantity
P1353-datatype	P1353	datatype	string
P1354-datatype	P1354	datatype	wikibase-item
P1355-datatype	P1355	datatype	quantity
P1356-datatype	P1356	datatype	quantity
P1357-datatype	P1357	datatype	quantity
P1358-datatype	P1358	datatype	quantity
P1359-datatype	P1359	datatype	quantity
P136-datatype	P136	datatype	wikibase-item
P1360-datatype	P1360	datatype	string
P1362-datatype	P1362	datatype	external-id
P1363-datatype	P1363	datatype	wikibase-item
P1364-datatype	P1364	datatype	external-id
P1365-datatype	P1365	datatype	wikibase-item
P1366-datatype	P1366	datatype	wikibase-item
P1367-datatype	P1367	datatype	external-id
P1368-datatype	P1368	datatype	external-id
P1369-datatype	P1369	datatype	external-id
P137-datatype	P137	datatype	wikibase-item
P1370-datatype	P1370	datatype	external-id
P1371-datatype	P1371	datatype	external-id
P1372-datatype	P1372	datatype	wikibase-item
P1373-datatype	P1373	datatype	quantity
P1375-datatype	P1375	datatype	external-id
P1376-datatype	P1376	datatype	wikibase-item
P1377-datatype	P1377	datatype	external-id
P1378-datatype	P1378	datatype	external-id
P138-datatype	P138	datatype	wikibase-item
P1380-datatype	P1380	datatype	external-id
P1381-datatype	P1381	datatype	external-id
P1382-datatype	P1382	datatype	wikibase-item
P1383-datatype	P1383	datatype	wikibase-item
P1385-datatype	P1385	datatype	external-id
P1386-datatype	P1386	datatype	external-id
P1387-datatype	P1387	datatype	wikibase-item
P1388-datatype	P1388	datatype	external-id
P1389-datatype	P1389	datatype	wikibase-item
P1390-datatype	P1390	datatype	quantity
P1391-datatype	P1391	datatype	external-id
P1392-datatype	P1392	datatype	external-id
P1393-datatype	P1393	datatype	wikibase-item
P1394-datatype	P1394	datatype	external-id
P1395-datatype	P1395	datatype	external-id
P1396-datatype	P1396	datatype	external-id
P1397-datatype	P1397	datatype	external-id
P1398-datatype	P1398	datatype	wikibase-item
P1399-datatype	P1399	datatype	wikibase-item
P14-datatype	P14	datatype	commonsMedia
P140-datatype	P140	datatype	wikibase-item
P1400-datatype	P1400	datatype	external-id
P1401-datatype	P1401	datatype	url
P1402-datatype	P1402	datatype	string
P1403-datatype	P1403	datatype	wikibase-item
P1404-datatype	P1404	datatype	external-id
P1406-datatype	P1406	datatype	wikibase-item
P1407-datatype	P1407	datatype	external-id
P1408-datatype	P1408	datatype	wikibase-item
P1409-datatype	P1409	datatype	external-id
P141-datatype	P141	datatype	wikibase-item
P1410-datatype	P1410	datatype	quantity
P1411-datatype	P1411	datatype	wikibase-item
P1412-datatype	P1412	datatype	wikibase-item
P1414-datatype	P1414	datatype	wikibase-item
P1415-datatype	P1415	datatype	external-id
P1416-datatype	P1416	datatype	wikibase-item
P1417-datatype	P1417	datatype	external-id
P1418-datatype	P1418	datatype	quantity
P1419-datatype	P1419	datatype	wikibase-item
P1420-datatype	P1420	datatype	wikibase-item
P1421-datatype	P1421	datatype	url
P1422-datatype	P1422	datatype	external-id
P1423-datatype	P1423	datatype	wikibase-item
P1424-datatype	P1424	datatype	wikibase-item
P1425-datatype	P1425	datatype	wikibase-item
P1427-datatype	P1427	datatype	wikibase-item
P1428-datatype	P1428	datatype	external-id
P1429-datatype	P1429	datatype	wikibase-item
P143-datatype	P143	datatype	wikibase-item
P1430-datatype	P1430	datatype	external-id
P1431-datatype	P1431	datatype	wikibase-item
P1433-datatype	P1433	datatype	wikibase-item
P1434-datatype	P1434	datatype	wikibase-item
P1435-datatype	P1435	datatype	wikibase-item
P1436-datatype	P1436	datatype	quantity
P1437-datatype	P1437	datatype	wikibase-item
P1438-datatype	P1438	datatype	external-id
P1439-datatype	P1439	datatype	external-id
P144-datatype	P144	datatype	wikibase-item
P1440-datatype	P1440	datatype	external-id
P1441-datatype	P1441	datatype	wikibase-item
P1442-datatype	P1442	datatype	commonsMedia
P1443-datatype	P1443	datatype	wikibase-item
P1444-datatype	P1444	datatype	wikibase-item
P1445-datatype	P1445	datatype	wikibase-item
P1446-datatype	P1446	datatype	quantity
P1447-datatype	P1447	datatype	external-id
P1448-datatype	P1448	datatype	monolingualtext
P1449-datatype	P1449	datatype	monolingualtext
P1450-datatype	P1450	datatype	monolingualtext
P1451-datatype	P1451	datatype	monolingualtext
P1453-datatype	P1453	datatype	external-id
P1454-datatype	P1454	datatype	wikibase-item
P1455-datatype	P1455	datatype	wikibase-item
P1456-datatype	P1456	datatype	wikibase-item
P1457-datatype	P1457	datatype	quantity
P1458-datatype	P1458	datatype	quantity
P1459-datatype	P1459	datatype	external-id
P1460-datatype	P1460	datatype	external-id
P1461-datatype	P1461	datatype	string
P1462-datatype	P1462	datatype	wikibase-item
P1463-datatype	P1463	datatype	external-id
P1464-datatype	P1464	datatype	wikibase-item
P1465-datatype	P1465	datatype	wikibase-item
P1466-datatype	P1466	datatype	external-id
P1467-datatype	P1467	datatype	external-id
P1468-datatype	P1468	datatype	external-id
P1469-datatype	P1469	datatype	external-id
P1470-datatype	P1470	datatype	quantity
P1471-datatype	P1471	datatype	string
P1472-datatype	P1472	datatype	string
P1473-datatype	P1473	datatype	external-id
P1474-datatype	P1474	datatype	external-id
P1476-datatype	P1476	datatype	monolingualtext
P1477-datatype	P1477	datatype	monolingualtext
P1478-datatype	P1478	datatype	wikibase-item
P1479-datatype	P1479	datatype	wikibase-item
P1480-datatype	P1480	datatype	wikibase-item
P1481-datatype	P1481	datatype	external-id
P1482-datatype	P1482	datatype	url
P1483-datatype	P1483	datatype	external-id
P149-datatype	P149	datatype	wikibase-item
P15-datatype	P15	datatype	commonsMedia
P150-datatype	P150	datatype	wikibase-item
P1529-datatype	P1529	datatype	external-id
P1531-datatype	P1531	datatype	wikibase-item
P1532-datatype	P1532	datatype	wikibase-item
P1533-datatype	P1533	datatype	wikibase-item
P1534-datatype	P1534	datatype	wikibase-item
P1535-datatype	P1535	datatype	wikibase-item
P1536-datatype	P1536	datatype	wikibase-item
P1537-datatype	P1537	datatype	wikibase-item
P1538-datatype	P1538	datatype	quantity
P1539-datatype	P1539	datatype	quantity
P154-datatype	P154	datatype	commonsMedia
P1540-datatype	P1540	datatype	quantity
P1541-datatype	P1541	datatype	external-id
P1542-datatype	P1542	datatype	wikibase-item
P1543-datatype	P1543	datatype	commonsMedia
P1544-datatype	P1544	datatype	external-id
P1545-datatype	P1545	datatype	string
P1546-datatype	P1546	datatype	wikibase-item
P1547-datatype	P1547	datatype	wikibase-item
P1548-datatype	P1548	datatype	quantity
P1549-datatype	P1549	datatype	monolingualtext
P155-datatype	P155	datatype	wikibase-item
P1550-datatype	P1550	datatype	external-id
P1551-datatype	P1551	datatype	external-id
P1552-datatype	P1552	datatype	wikibase-item
P1553-datatype	P1553	datatype	external-id
P1554-datatype	P1554	datatype	external-id
P1555-datatype	P1555	datatype	external-id
P1556-datatype	P1556	datatype	external-id
P1557-datatype	P1557	datatype	wikibase-item
P1558-datatype	P1558	datatype	wikibase-item
P1559-datatype	P1559	datatype	monolingualtext
P156-datatype	P156	datatype	wikibase-item
P1560-datatype	P1560	datatype	wikibase-item
P1561-datatype	P1561	datatype	quantity
P1562-datatype	P1562	datatype	external-id
P1563-datatype	P1563	datatype	external-id
P1564-datatype	P1564	datatype	external-id
P1565-datatype	P1565	datatype	external-id
P1566-datatype	P1566	datatype	external-id
P1567-datatype	P1567	datatype	external-id
P1568-datatype	P1568	datatype	wikibase-item
P157-datatype	P157	datatype	wikibase-item
P1571-datatype	P1571	datatype	wikibase-item
P1573-datatype	P1573	datatype	external-id
P1574-datatype	P1574	datatype	wikibase-item
P1575-datatype	P1575	datatype	external-id
P1576-datatype	P1576	datatype	wikibase-item
P1577-datatype	P1577	datatype	external-id
P1578-datatype	P1578	datatype	external-id
P1579-datatype	P1579	datatype	external-id
P158-datatype	P158	datatype	commonsMedia
P1580-datatype	P1580	datatype	external-id
P1581-datatype	P1581	datatype	url
P1582-datatype	P1582	datatype	wikibase-item
P1583-datatype	P1583	datatype	external-id
P1584-datatype	P1584	datatype	external-id
P1585-datatype	P1585	datatype	external-id
P1586-datatype	P1586	datatype	external-id
P1587-datatype	P1587	datatype	external-id
P1588-datatype	P1588	datatype	string
P1589-datatype	P1589	datatype	wikibase-item
P159-datatype	P159	datatype	wikibase-item
P1590-datatype	P1590	datatype	quantity
P1591-datatype	P1591	datatype	wikibase-item
P1592-datatype	P1592	datatype	wikibase-item
P1593-datatype	P1593	datatype	wikibase-item
P1594-datatype	P1594	datatype	wikibase-item
P1595-datatype	P1595	datatype	wikibase-item
P1596-datatype	P1596	datatype	wikibase-item
P1598-datatype	P1598	datatype	wikibase-item
P1599-datatype	P1599	datatype	external-id
P16-datatype	P16	datatype	wikibase-item
P1600-datatype	P1600	datatype	external-id
P1601-datatype	P1601	datatype	external-id
P1602-datatype	P1602	datatype	external-id
P1603-datatype	P1603	datatype	quantity
P1604-datatype	P1604	datatype	wikibase-item
P1605-datatype	P1605	datatype	wikibase-item
P1606-datatype	P1606	datatype	wikibase-item
P1607-datatype	P1607	datatype	external-id
P1608-datatype	P1608	datatype	external-id
P1609-datatype	P1609	datatype	external-id
P161-datatype	P161	datatype	wikibase-item
P1610-datatype	P1610	datatype	external-id
P1611-datatype	P1611	datatype	wikibase-item
P1612-datatype	P1612	datatype	string
P1613-datatype	P1613	datatype	url
P1614-datatype	P1614	datatype	external-id
P1615-datatype	P1615	datatype	external-id
P1616-datatype	P1616	datatype	external-id
P1617-datatype	P1617	datatype	external-id
P1618-datatype	P1618	datatype	string
P1619-datatype	P1619	datatype	time
P162-datatype	P162	datatype	wikibase-item
P1620-datatype	P1620	datatype	wikibase-item
P1621-datatype	P1621	datatype	commonsMedia
P1622-datatype	P1622	datatype	wikibase-item
P1624-datatype	P1624	datatype	external-id
P1625-datatype	P1625	datatype	wikibase-item
P1626-datatype	P1626	datatype	external-id
P1627-datatype	P1627	datatype	external-id
P1628-datatype	P1628	datatype	url
P1629-datatype	P1629	datatype	wikibase-item
P163-datatype	P163	datatype	wikibase-item
P1630-datatype	P1630	datatype	string
P1631-datatype	P1631	datatype	external-id
P1632-datatype	P1632	datatype	external-id
P1635-datatype	P1635	datatype	monolingualtext
P1636-datatype	P1636	datatype	time
P1637-datatype	P1637	datatype	wikibase-item
P1638-datatype	P1638	datatype	monolingualtext
P1639-datatype	P1639	datatype	wikibase-item
P1640-datatype	P1640	datatype	wikibase-item
P1641-datatype	P1641	datatype	quantity
P1642-datatype	P1642	datatype	wikibase-item
P1643-datatype	P1643	datatype	wikibase-item
P1644-datatype	P1644	datatype	external-id
P1645-datatype	P1645	datatype	external-id
P1647-datatype	P1647	datatype	wikibase-property
P1648-datatype	P1648	datatype	external-id
P1649-datatype	P1649	datatype	external-id
P1650-datatype	P1650	datatype	external-id
P1651-datatype	P1651	datatype	external-id
P1652-datatype	P1652	datatype	wikibase-item
P1653-datatype	P1653	datatype	external-id
P1654-datatype	P1654	datatype	wikibase-item
P1656-datatype	P1656	datatype	wikibase-item
P1657-datatype	P1657	datatype	wikibase-item
P1659-datatype	P1659	datatype	wikibase-property
P166-datatype	P166	datatype	wikibase-item
P1660-datatype	P1660	datatype	wikibase-item
P1661-datatype	P1661	datatype	quantity
P1662-datatype	P1662	datatype	external-id
P1663-datatype	P1663	datatype	external-id
P1664-datatype	P1664	datatype	external-id
P1665-datatype	P1665	datatype	external-id
P1666-datatype	P1666	datatype	external-id
P1667-datatype	P1667	datatype	external-id
P1668-datatype	P1668	datatype	external-id
P1669-datatype	P1669	datatype	external-id
P167-datatype	P167	datatype	wikibase-item
P1670-datatype	P1670	datatype	external-id
P1671-datatype	P1671	datatype	string
P1672-datatype	P1672	datatype	wikibase-item
P1673-datatype	P1673	datatype	string
P1674-datatype	P1674	datatype	quantity
P1675-datatype	P1675	datatype	quantity
P1676-datatype	P1676	datatype	quantity
P1677-datatype	P1677	datatype	wikibase-item
P1678-datatype	P1678	datatype	wikibase-item
P1679-datatype	P1679	datatype	external-id
P1680-datatype	P1680	datatype	monolingualtext
P1683-datatype	P1683	datatype	monolingualtext
P1684-datatype	P1684	datatype	monolingualtext
P1685-datatype	P1685	datatype	string
P1686-datatype	P1686	datatype	wikibase-item
P1687-datatype	P1687	datatype	wikibase-property
P1689-datatype	P1689	datatype	quantity
P169-datatype	P169	datatype	wikibase-item
P1690-datatype	P1690	datatype	external-id
P1691-datatype	P1691	datatype	external-id
P1692-datatype	P1692	datatype	string
P1693-datatype	P1693	datatype	external-id
P1694-datatype	P1694	datatype	external-id
P1695-datatype	P1695	datatype	external-id
P1696-datatype	P1696	datatype	wikibase-property
P1697-datatype	P1697	datatype	quantity
P1699-datatype	P1699	datatype	external-id
P17-datatype	P17	datatype	wikibase-item
P170-datatype	P170	datatype	wikibase-item
P1700-datatype	P1700	datatype	external-id
P1702-datatype	P1702	datatype	external-id
P1703-datatype	P1703	datatype	wikibase-item
P1704-datatype	P1704	datatype	wikibase-item
P1705-datatype	P1705	datatype	monolingualtext
P1706-datatype	P1706	datatype	wikibase-item
P1707-datatype	P1707	datatype	external-id
P1708-datatype	P1708	datatype	external-id
P1709-datatype	P1709	datatype	url
P171-datatype	P171	datatype	wikibase-item
P1710-datatype	P1710	datatype	external-id
P1711-datatype	P1711	datatype	external-id
P1712-datatype	P1712	datatype	external-id
P1713-datatype	P1713	datatype	url
P1714-datatype	P1714	datatype	external-id
P1715-datatype	P1715	datatype	external-id
P1716-datatype	P1716	datatype	wikibase-item
P1717-datatype	P1717	datatype	external-id
P172-datatype	P172	datatype	wikibase-item
P1721-datatype	P1721	datatype	string
P1725-datatype	P1725	datatype	quantity
P1726-datatype	P1726	datatype	external-id
P1727-datatype	P1727	datatype	external-id
P1728-datatype	P1728	datatype	external-id
P1729-datatype	P1729	datatype	external-id
P1730-datatype	P1730	datatype	external-id
P1731-datatype	P1731	datatype	wikibase-item
P1732-datatype	P1732	datatype	external-id
P1733-datatype	P1733	datatype	external-id
P1734-datatype	P1734	datatype	time
